user_id,product_id,interaction_type,timestamp
690bf940da9d3542e01852a9,10098,purchase,2025-11-28T09:31:18.090000
690bf93fda9d3542e0185275,10290,view,2025-11-28T09:55:16.745000
691cd8425fee2d4ca1ba6a4d,10631,purchase,2025-11-28T10:49:17.133000
691cd83a5fee2d4ca1ba6a3e,10302,like,2025-11-28T11:29:50.409000
690c079df6b6910c9c55c53f,10004,like,2025-11-28T13:48:17.823000
691cd8395fee2d4ca1ba6a3b,10129,purchase,2025-11-28T16:49:17.898000
691cd8405fee2d4ca1ba6a49,10171,cart,2025-11-28T19:41:56.107000
691cd83f5fee2d4ca1ba6a48,10199,cart,2025-11-28T21:57:17.447000
691cd83e5fee2d4ca1ba6a46,10383,like,2025-11-28T22:04:17.071000
691cd8455fee2d4ca1ba6a53,10332,view,2025-11-28T23:28:16.821000
690bf40723150d4eec246dd2,10453,purchase,2025-11-29T00:47:49.185000
691cd8395fee2d4ca1ba6a3b,10150,cart,2025-11-29T05:54:17.898000
691cd8425fee2d4ca1ba6a4c,10226,purchase,2025-11-29T06:58:49.373000
691cd8365fee2d4ca1ba6a35,10804,cart,2025-11-29T08:34:16.883000
690bf40623150d4eec246b2d,10171,view,2025-11-29T08:46:49.630000
691cd8375fee2d4ca1ba6a37,10329,purchase,2025-11-29T11:39:18.545000
691cfd13e945424758832bff,10005,like,2025-11-29T14:35:19.938000
691cd8455fee2d4ca1ba6a52,10807,cart,2025-11-29T16:47:49.107000
